trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior
465,10458,10641,184,1.7363931775371053,4.596367240682405,car,StraightCross,No violation of traffic lights
467,10477,10713,237,0.6357635964988416,1.608686391054383,bicycle,StraightCross,No violation of traffic lights
468,10487,10630,144,0.7720554456249119,1.942625416402722,motorcycle,StraightCross,No violation of traffic lights
470,10496,10650,155,0.5624791160967147,1.43083562495914,bicycle,StraightCross,No violation of traffic lights
471,10587,10657,71,1.8342573429328808,4.704112610054473,car,StraightCross,No violation of traffic lights
472,10608,10989,382,0.7122936778277351,1.5305473297192924,motorcycle,StraightCross,No violation of traffic lights
473,10620,10695,76,1.7909526188207536,4.75601020426237,car,StraightCross,No violation of traffic lights
481,10785,11435,651,0.719763618705692,1.6342466847363462,bicycle,StraightCross,No violation of traffic lights
484,10834,11045,212,0.6726036663673647,1.6129145576360497,bicycle,StraightCross,red-light running
485,10874,10957,84,1.6751188626087363,4.15405565044909,car,StraightCross,No violation of traffic lights
486,10896,11170,275,0.8433080670250817,1.8503543261919317,motorcycle,StraightCross,red-light running
489,10936,11311,376,1.8398569115780843,4.854667329119269,car,StraightCross,No violation of traffic lights
490,10954,11121,168,0.7048566450607631,1.3519057028355808,motorcycle,StraightCross,red-light running
491,10972,11330,359,1.7618972940043314,4.39308824896833,car,StraightCross,No violation of traffic lights
492,10979,11217,239,0.7234535142313444,1.7259743317610534,motorcycle,StraightCross,red-light running
493,10990,11332,343,1.9743553633467328,5.091938457542621,car,StraightCross,No violation of traffic lights
494,11002,11354,353,1.8010858545354864,4.543480763520724,car,StraightCross,No violation of traffic lights
495,10992,11166,175,0.6572231082665972,1.6860089661627817,bicycle,StraightCross,red-light running
497,11032,11109,78,0.8045164207355714,2.081948588882337,motorcycle,StraightCross,No violation of traffic lights
498,11047,11128,82,0.687148940374295,1.396700002302708,motorcycle,StraightCross,No violation of traffic lights
501,11228,11335,108,1.7557166339418708,4.648278522170193,car,StraightCross,No violation of traffic lights
502,11250,11364,115,0.7422358518896055,1.7931176663836472,motorcycle,StraightCross,No violation of traffic lights
505,11353,11543,191,0.6221913160496295,1.5953392265459074,bicycle,StraightCross,No violation of traffic lights
506,11394,11462,69,0.7412995015454347,1.8110238604417868,motorcycle,StraightCross,red-light running
507,11418,11555,138,1.3816883616471167,2.591502221989778,tricycle,StraightCross,No violation of traffic lights
18,23,167,145,1.9758387670348792,5.094989903092075,car,LeftTurn,No violation of traffic lights
19,17,241,225,0.715526670025542,1.4931261819845003,motorcycle,LeftTurn,No violation of traffic lights
32,343,431,89,0.7055656479034552,1.5595403344788552,motorcycle,LeftTurn,No violation of traffic lights
37,432,505,74,1.7688707341239323,4.626413115178667,car,LeftTurn,No violation of traffic lights
45,632,894,263,1.9126489142521554,4.683517762336712,car,LeftTurn,No violation of traffic lights
48,709,852,144,0.7058590587714297,1.568284182598977,bicycle,LeftTurn,No violation of traffic lights
52,738,830,93,0.7451034420351175,1.934353499730227,motorcycle,LeftTurn,red-light running
55,795,956,162,0.6652386495983482,1.5257642970660945,bicycle,LeftTurn,No violation of traffic lights
57,872,1056,185,0.6612060507931394,1.7250048425132272,bicycle,LeftTurn,red-light running
59,920,1107,188,0.6429587091217023,1.6806659566265498,motorcycle,LeftTurn,red-light running
70,1241,1313,73,1.1579823721788156,1.9992324962592258,motorcycle,LeftTurn,No violation of traffic lights
78,1430,1709,280,0.8280733051544797,2.070039702267096,motorcycle,LeftTurn,red-light running
84,1571,1682,112,0.8033743068480671,1.6268886620631213,motorcycle,LeftTurn,red-light running
89,1755,2300,546,1.7343697221638865,4.183996082890628,car,LeftTurn,No violation of traffic lights
93,1831,1975,145,0.7434755359380283,1.5654292458881065,motorcycle,LeftTurn,No violation of traffic lights
100,2012,2183,172,2.5475120490355456,7.393750583862814,bus,LeftTurn,No violation of traffic lights
101,2033,2134,102,0.7741668758811882,1.7745112504232126,motorcycle,LeftTurn,No violation of traffic lights
105,2116,2348,233,0.7288003755105127,1.6711237322001682,bicycle,LeftTurn,red-light running
107,2149,2583,435,1.6707761949910827,2.981398159549438,car,LeftTurn,No violation of traffic lights
109,2214,2358,145,0.6780736813522239,1.6821275984879813,bicycle,LeftTurn,red-light running
